num_rows,num_columns,missing_ration,avg_std,avg_skewness,avg_variance,avg_correlation,num_numeric_features,num_categorical_features,dataset_name
14980,15,0.0,1649.5024094636087,66.96850908775119,6925773.9894752335,0.31748153111811284,15,0,eeg-eye-state.csv
45312,9,0.0,0.39020303747220136,11.040700137338025,0.5330007514223657,0.2725859430171649,8,1,electricity.csv
736,20,0.030434782608695653,172.61081562461393,2.5514530161151705,201139.34408108992,0.198995086211159,14,6,eucalyptus.csv
70000,785,0.0,69.99101558491903,3.617308197138616,5647.309237693634,0.21481132500257605,785,0,Fashion-MNIST.csv
1460,81,0.06620158971757145,2478.001658781412,2.966802901764881,168750350.68453,0.165294482550683,38,43,house_prices.csv
7797,618,0.0,0.4255481738467066,0.44135126131300495,0.2769707560731359,0.17445926813226523,618,0,isolet.csv
44819,7,0.0,2.523533407940241,-0.20974685976941929,6.457387885350857,0.1701608044425098,6,1,jungle_chess_2pcs_raw_endgame_complete.csv
1232,15,0.19480519480519481,16.527048045594043,0.09057644003243731,1338.314130963043,0.37559026096797776,13,2,Moneyball.csv
58000,10,0.0,43.63726718348413,2.2822298539834813,5674.676155897544,0.2990143210007546,10,0,shuttle.csv
4601,58,0.0,14.940458038677036,11.001245514913082,7011.7700370493985,0.0804758559951113,58,0,spambase.csv
8378,121,0.018123025870589837,3.175585411444451,0.23140654212636239,16.486188393200724,0.09068355885097178,62,59,SpeedDating.csv
9298,257,0.0,0.49614623516969203,1.4609324044523553,0.29933723709774895,0.21035376152374838,257,0,USPS.csv
4839,6,0.0,51.04221478550591,3.469617614790842,5443.377006186833,0.31741159712152883,6,0,wilt.csv
1599,12,0.0,4.093870814111868,1.561004646236354,99.8707651703969,0.2648592891273872,12,0,wine-quality-red.csv
4177,9,0.0,0.5558122193025167,0.6820854159598799,1.342803489462165,0.8281359439385478,8,1,abalone.csv
625,5,0.0,1.4153462926807447,0.0,2.003205128205128,0.25000000000000033,4,1,balance_scale.csv
286,10,0.0,0.7382166403717156,-0.07766077366474193,0.544963808121703,1.0,1,9,breast_cancer.csv
1728,7,0.0,0.0,0.0,0.0,0.0,0,7,car.csv
336,1,0.0,0.0,0.0,0.0,0.0,0,1,ecoli.csv
214,11,0.0,6.384568526338516,1.4534786081223818,349.53603696830464,0.3269225997952235,11,0,glass.csv
303,14,0.0,8.962046326478514,0.4219962190996789,300.1065329049461,0.23307806791619426,12,2,heart_disease.csv
351,35,0.0,0.5104205012204398,-0.5672832434047477,0.27252966554185293,0.2538783784513057,34,1,ionosphere.csv
210,1,0.0,0.0,0.0,0.0,0.0,0,1,seeds.csv
178,14,0.0,24.363303071230295,0.33283011450312083,7099.436119343501,0.3794821064158251,14,0,wine.csv
1600,1,0.0,0.0,0.0,0.0,0.0,0,1,wine_quality.csv
1484,1,0.0,0.0,0.0,0.0,0.0,0,1,yeast.csv
